,k,ROUGE-1 F1,summary path
249,0,0.31213872832369943,finished_summaries/gradesaver/Troilus and Cressida/overview.json
250,0,0.4150693985459352,finished_summaries/shmoop/Troilus and Cressida/overview.txt
251,0,0.32047477744807124,finished_summaries/sparknotes/Troilus and Cressida/overview.txt
252,0,0.40998217468805703,finished_summaries/gradesaver/Richard II/overview.json
253,0,0.32790331056227007,finished_summaries/shmoop/Richard II/overview.txt
254,0,0.4646680942184154,finished_summaries/sparknotes/Richard II/overview.txt
255,0,0.1858974358974359,finished_summaries/gradesaver/Henry IV Part 1/overview.json
256,0,0.24380952380952384,finished_summaries/shmoop/Henry IV Part 1/overview.txt
257,0,0.3971880492091388,finished_summaries/sparknotes/Henry IV Part 1/overview.txt
258,0,0.439882697947214,finished_summaries/shmoop/King John/overview.txt
259,0,0.2255144032921811,finished_summaries/sparknotes/King John/overview.txt
260,0,0.509124087591241,finished_summaries/shmoop/Henry VI Part 1/overview.txt
261,0,0.1863139735480161,finished_summaries/sparknotes/Henry VI Part 1/overview.txt
262,0,0.24065040650406502,finished_summaries/gradesaver/Richard III/overview.json
263,0,0.15309446254071662,finished_summaries/shmoop/Richard III/overview.txt
264,0,0.32091690544412604,finished_summaries/sparknotes/Richard III/overview.txt
265,0,0.08540925266903915,finished_summaries/gradesaver/Henry V/overview.json
266,0,0.03649205414949971,finished_summaries/shmoop/Henry V/overview.txt
267,0,0.0,finished_summaries/gradesaver/Every Man in His Humour/overview.json
268,0,0.3313008130081301,finished_summaries/shmoop/Henry VIII/overview.txt
269,0,0.15827338129496402,finished_summaries/gradesaver/Titus Andronicus/overview.json
270,0,0.4236559139784946,finished_summaries/shmoop/Titus Andronicus/overview.txt
271,0,0.41221374045801523,finished_summaries/sparknotes/Titus Andronicus/overview.txt
272,0,0.3025370990904739,finished_summaries/gradesaver/Julius Caesar/overview.json
273,0,0.28416616496086694,finished_summaries/shmoop/Julius Caesar/overview.txt
274,0,0.15623062616243025,finished_summaries/sparknotes/Julius Caesar/overview.txt
275,0,0.36049382716049383,finished_summaries/shmoop/The Two Gentlemen of Verona/overview.txt
276,0,0.39832869080779937,finished_summaries/sparknotes/The Two Gentlemen of Verona/overview.txt
277,0,0.4767747589833479,finished_summaries/gradesaver/Second Treatise of Government/overview.json
278,0,0.12349639133921411,finished_summaries/gradesaver/She Stoops to Conquer/overview.json
279,0,0.16571428571428573,finished_summaries/gradesaver/The Wonderful Wizard of Oz/overview.json
280,0,0.375,finished_summaries/shmoop/The Wonderful Wizard of Oz/overview.txt
281,0,0.22505800464037123,finished_summaries/gradesaver/Pygmalion/overview.json
282,0,0.20145631067961167,finished_summaries/shmoop/Pygmalion/overview.txt
283,0,0.34746922024623805,finished_summaries/sparknotes/Pygmalion/overview.txt
284,0,0.13402061855670103,finished_summaries/gradesaver/Twelfth Night/overview.json
285,0,0.4592833876221499,finished_summaries/sparknotes/Twelfth Night/overview.txt
286,0,0.40362225097024584,finished_summaries/shmoop/The Boxcar Children/overview.txt
287,0,0.25517241379310346,finished_summaries/shmoop/The Piazza Tales/overview.txt
288,0,0.18959842001316654,finished_summaries/shmoop/The Return of Sherlock Holmes/overview.txt
289,0,0.11904761904761904,finished_summaries/gradesaver/Arms and the Man/overview.json
290,0,0.3772954924874791,finished_summaries/gradesaver/The Aeneid/overview.json
291,0,0.3294117647058824,finished_summaries/shmoop/The Aeneid/overview.txt
292,0,0.34957020057306587,finished_summaries/sparknotes/The Aeneid/overview.txt
293,0,0.0,finished_summaries/gradesaver/Ghosts/overview.json
294,0,0.1471861471861472,finished_summaries/shmoop/Ghosts/overview.txt
295,0,0.1336116910229645,finished_summaries/shmoop/Hedda Gabler/overview.txt
296,0,0.5045045045045045,finished_summaries/shmoop/The Merry Wives of Windsor/overview.txt
297,0,0.1792943898207056,finished_summaries/sparknotes/The Merry Wives of Windsor/overview.txt
298,0,0.4552380952380953,finished_summaries/gradesaver/The Spanish Tragedy/overview.json
299,0,0.41117145073700545,finished_summaries/shmoop/The Spanish Tragedy/overview.txt
300,0,0.14999999999999997,finished_summaries/shmoop/Daisy Miller/overview.txt
301,0,0.1946169772256729,finished_summaries/gradesaver/Tartuffe/overview.json
302,0,0.5235148514851486,finished_summaries/shmoop/Tartuffe/overview.txt
303,0,0.2404006677796327,finished_summaries/gradesaver/A Christmas Carol/overview.json
304,0,0.06405693950177936,finished_summaries/gradesaver/An Enemy of the People/overview.json
305,0,0.17894736842105263,finished_summaries/shmoop/An Enemy of the People/overview.txt
306,0,0.32065217391304346,finished_summaries/sparknotes/An Enemy of the People/overview.txt
307,0,0.04892966360856269,finished_summaries/gradesaver/Siddhartha/overview.json
308,0,0.3916083916083916,finished_summaries/shmoop/Siddhartha/overview.txt
309,0,0.12609457092819612,finished_summaries/gradesaver/Measure for Measure/overview.json
310,0,0.47450980392156866,finished_summaries/shmoop/Measure for Measure/overview.txt
311,0,0.30894308943089427,finished_summaries/sparknotes/Measure for Measure/overview.txt
312,0,0.09256449165402125,finished_summaries/gradesaver/The Seagull/overview.json
313,0,0.1448140900195695,finished_summaries/shmoop/The Seagull/overview.txt
314,0,0.15732758620689655,finished_summaries/gradesaver/Alice in Wonderland/overview.json
315,0,0.33646209386281584,finished_summaries/sparknotes/Alice in Wonderland/overview.txt
316,0,0.287905604719764,finished_summaries/shmoop/Idylls of the King/overview.txt
317,0,0.6196078431372549,finished_summaries/cliffnotes/Jude the Obscure/overview.txt
318,0,0.052386987748204474,finished_summaries/gradesaver/Pride and Prejudice/overview.json
319,0,0.16231884057971013,finished_summaries/cliffnotes/Pride and Prejudice/overview.txt
320,0,0.595667870036101,finished_summaries/gradesaver/Emma/overview.json
321,0,0.4232655921513665,finished_summaries/shmoop/Emma/overview.txt
322,0,0.4739093242087254,finished_summaries/sparknotes/Emma/overview.txt
